Date,Open,High,Low,Close,Adj Close,Volume
1998-04-27,null,null,null,null,null,null
1998-04-28,null,null,null,null,null,null
1998-04-29,null,null,null,null,null,null
1998-04-30,18.300800,18.300800,18.300800,18.300800,18.300800,0
1998-05-01,null,null,null,null,null,null
1998-05-04,null,null,null,null,null,null
1998-05-05,null,null,null,null,null,null
1998-05-06,null,null,null,null,null,null
1998-05-07,null,null,null,null,null,null
1998-05-08,null,null,null,null,null,null
1998-05-11,null,null,null,null,null,null
1998-05-12,null,null,null,null,null,null
1998-05-13,null,null,null,null,null,null
1998-05-14,null,null,null,null,null,null
1998-05-15,null,null,null,null,null,null
1998-05-18,null,null,null,null,null,null
1998-05-19,null,null,null,null,null,null
1998-05-20,null,null,null,null,null,null
1998-05-21,null,null,null,null,null,null
1998-05-22,null,null,null,null,null,null
1998-05-25,null,null,null,null,null,null
1998-05-26,null,null,null,null,null,null
1998-05-27,null,null,null,null,null,null
1998-05-28,null,null,null,null,null,null
1998-05-29,18.688700,18.688700,18.688700,18.688700,18.688700,0
1998-06-01,null,null,null,null,null,null
1998-06-02,null,null,null,null,null,null
1998-06-03,null,null,null,null,null,null
1998-06-04,null,null,null,null,null,null
1998-06-05,null,null,null,null,null,null
1998-06-08,null,null,null,null,null,null
1998-06-09,null,null,null,null,null,null
1998-06-10,null,null,null,null,null,null
1998-06-11,null,null,null,null,null,null
1998-06-12,null,null,null,null,null,null
1998-06-15,null,null,null,null,null,null
1998-06-16,null,null,null,null,null,null
1998-06-17,null,null,null,null,null,null
1998-06-18,null,null,null,null,null,null
1998-06-19,null,null,null,null,null,null
1998-06-22,null,null,null,null,null,null
1998-06-23,null,null,null,null,null,null
1998-06-24,null,null,null,null,null,null
1998-06-25,null,null,null,null,null,null
1998-06-26,null,null,null,null,null,null
1998-06-29,null,null,null,null,null,null
1998-06-30,18.738501,18.738501,18.738501,18.738501,18.738501,0
1998-07-01,null,null,null,null,null,null
1998-07-02,null,null,null,null,null,null
1998-07-03,null,null,null,null,null,null
1998-07-06,null,null,null,null,null,null
1998-07-07,null,null,null,null,null,null
1998-07-08,null,null,null,null,null,null
1998-07-09,null,null,null,null,null,null
1998-07-10,null,null,null,null,null,null
1998-07-13,null,null,null,null,null,null
1998-07-14,null,null,null,null,null,null
1998-07-15,null,null,null,null,null,null
1998-07-16,null,null,null,null,null,null
1998-07-17,null,null,null,null,null,null
1998-07-20,null,null,null,null,null,null
1998-07-21,null,null,null,null,null,null
1998-07-22,null,null,null,null,null,null
1998-07-23,null,null,null,null,null,null
1998-07-24,null,null,null,null,null,null
1998-07-27,null,null,null,null,null,null
1998-07-28,null,null,null,null,null,null
1998-07-29,null,null,null,null,null,null
1998-07-30,null,null,null,null,null,null
1998-07-31,20.439301,20.439301,20.439301,20.439301,20.439301,0
1998-08-03,null,null,null,null,null,null
1998-08-04,null,null,null,null,null,null
1998-08-05,null,null,null,null,null,null
1998-08-06,null,null,null,null,null,null
1998-08-07,null,null,null,null,null,null
1998-08-10,null,null,null,null,null,null
1998-08-11,null,null,null,null,null,null
1998-08-12,null,null,null,null,null,null
1998-08-13,null,null,null,null,null,null
1998-08-14,null,null,null,null,null,null
1998-08-17,null,null,null,null,null,null
1998-08-18,null,null,null,null,null,null
1998-08-19,null,null,null,null,null,null
1998-08-20,null,null,null,null,null,null
1998-08-21,null,null,null,null,null,null
1998-08-24,null,null,null,null,null,null
1998-08-25,null,null,null,null,null,null
1998-08-26,null,null,null,null,null,null
1998-08-27,null,null,null,null,null,null
1998-08-28,null,null,null,null,null,null
1998-08-31,18.499800,18.499800,18.499800,18.499800,18.499800,0
1998-09-01,null,null,null,null,null,null
1998-09-02,null,null,null,null,null,null
1998-09-03,null,null,null,null,null,null
1998-09-04,null,null,null,null,null,null
1998-09-07,null,null,null,null,null,null
1998-09-08,null,null,null,null,null,null
1998-09-09,null,null,null,null,null,null
1998-09-10,null,null,null,null,null,null
1998-09-11,null,null,null,null,null,null
1998-09-14,null,null,null,null,null,null
1998-09-15,null,null,null,null,null,null
1998-09-16,null,null,null,null,null,null
1998-09-17,null,null,null,null,null,null
1998-09-18,null,null,null,null,null,null
1998-09-21,null,null,null,null,null,null
1998-09-22,null,null,null,null,null,null
1998-09-23,null,null,null,null,null,null
1998-09-24,null,null,null,null,null,null
1998-09-25,null,null,null,null,null,null
1998-09-28,null,null,null,null,null,null
1998-09-29,null,null,null,null,null,null
1998-09-30,19.852400,19.852400,19.852400,19.852400,19.852400,0
1998-10-01,null,null,null,null,null,null
1998-10-02,null,null,null,null,null,null
1998-10-05,null,null,null,null,null,null
1998-10-06,null,null,null,null,null,null
1998-10-07,null,null,null,null,null,null
1998-10-08,null,null,null,null,null,null
1998-10-09,null,null,null,null,null,null
1998-10-12,null,null,null,null,null,null
1998-10-13,null,null,null,null,null,null
1998-10-14,null,null,null,null,null,null
1998-10-15,null,null,null,null,null,null
1998-10-16,null,null,null,null,null,null
1998-10-19,null,null,null,null,null,null
1998-10-20,null,null,null,null,null,null
1998-10-21,null,null,null,null,null,null
1998-10-22,null,null,null,null,null,null
1998-10-23,null,null,null,null,null,null
1998-10-25,null,null,null,null,null,null
1998-10-26,null,null,null,null,null,null
1998-10-27,null,null,null,null,null,null
1998-10-28,null,null,null,null,null,null
1998-10-29,19.782801,19.782801,19.782801,19.782801,19.782801,0
1998-11-01,null,null,null,null,null,null
1998-11-02,null,null,null,null,null,null
1998-11-03,null,null,null,null,null,null
1998-11-04,null,null,null,null,null,null
1998-11-05,null,null,null,null,null,null
1998-11-08,null,null,null,null,null,null
1998-11-09,null,null,null,null,null,null
1998-11-10,null,null,null,null,null,null
1998-11-11,null,null,null,null,null,null
1998-11-12,null,null,null,null,null,null
1998-11-15,null,null,null,null,null,null
1998-11-16,null,null,null,null,null,null
1998-11-17,null,null,null,null,null,null
1998-11-18,null,null,null,null,null,null
1998-11-19,null,null,null,null,null,null
1998-11-22,null,null,null,null,null,null
1998-11-23,null,null,null,null,null,null
1998-11-24,null,null,null,null,null,null
1998-11-25,null,null,null,null,null,null
1998-11-26,null,null,null,null,null,null
1998-11-29,21.831699,21.831699,21.831699,21.831699,21.831699,0
1998-11-30,null,null,null,null,null,null
1998-12-01,null,null,null,null,null,null
1998-12-02,null,null,null,null,null,null
1998-12-03,null,null,null,null,null,null
1998-12-06,null,null,null,null,null,null
1998-12-07,null,null,null,null,null,null
1998-12-08,null,null,null,null,null,null
1998-12-09,null,null,null,null,null,null
1998-12-10,null,null,null,null,null,null
1998-12-13,null,null,null,null,null,null
1998-12-14,null,null,null,null,null,null
1998-12-15,null,null,null,null,null,null
1998-12-16,null,null,null,null,null,null
1998-12-17,null,null,null,null,null,null
1998-12-20,null,null,null,null,null,null
1998-12-21,null,null,null,null,null,null
1998-12-22,null,null,null,null,null,null
1998-12-23,null,null,null,null,null,null
1998-12-24,null,null,null,null,null,null
1998-12-27,null,null,null,null,null,null
1998-12-28,null,null,null,null,null,null
1998-12-29,null,null,null,null,null,null
1998-12-30,23.025200,23.025200,23.025200,23.025200,23.025200,0
1998-12-31,null,null,null,null,null,null
1999-01-03,23.443001,23.443001,22.776600,22.776600,22.776600,1050290
1999-01-04,23.144600,23.144600,22.776600,22.786501,22.786501,1763573
1999-01-05,23.075001,23.075001,22.925800,22.970600,22.970600,1385310
1999-01-06,23.771200,23.771200,23.114799,23.572300,23.572300,2657203
1999-01-07,23.393299,23.393299,22.975500,23.075001,23.075001,929049
1999-01-10,23.224199,23.224199,22.726900,22.832300,22.832300,763036
1999-01-11,22.671200,22.671200,22.428499,22.577700,22.577700,878735
1999-01-12,22.428499,22.428499,22.219601,22.245501,22.245501,1347803
1999-01-13,22.159901,22.159901,21.931200,22.030600,22.030600,1034307
1999-01-14,22.478201,22.478201,21.782000,22.433500,22.433500,1230629
1999-01-17,22.776600,22.776600,22.487200,22.726900,22.726900,984561
1999-01-18,23.075001,23.075001,22.775600,22.975500,22.975500,869673
1999-01-19,22.925800,22.925800,22.587601,22.726900,22.726900,1667558
1999-01-20,22.776600,22.776600,22.567699,22.627399,22.627399,1217624
1999-01-21,22.577700,22.577700,22.239500,22.577700,22.577700,704867
1999-01-24,22.577700,22.577700,22.378700,22.537901,22.537901,691858
1999-01-25,null,null,null,null,null,null
1999-01-26,22.965599,22.965599,22.726900,22.915800,22.915800,1463623
1999-01-27,23.472799,23.472799,22.876101,23.423100,23.423100,1572709
1999-01-28,23.930300,23.930300,23.423100,23.793100,23.793100,8360478
1999-01-31,24.169100,24.169100,23.860701,24.019899,24.019899,984708
1999-02-01,24.059601,24.059601,23.721500,23.740400,23.740400,1073161
1999-02-02,23.870701,23.870701,23.592199,23.791100,23.791100,992463
1999-02-03,24.009899,24.009899,23.820900,23.930300,23.930300,925356
1999-02-04,24.119301,24.119301,23.870701,23.969101,23.969101,729585
1999-02-07,24.338100,24.338100,23.970100,24.163099,24.163099,1082172
1999-02-08,24.368000,24.368000,23.970100,24.368000,24.368000,806902
1999-02-09,24.676300,24.676300,23.970100,24.676300,24.676300,1943026
1999-02-10,24.964701,24.964701,24.765800,24.835400,24.835400,3436968
1999-02-11,25.462000,25.462000,24.944901,25.064199,25.064199,2222105
1999-02-14,25.332800,25.332800,24.924999,25.243200,25.243200,1744243
1999-02-15,24.728001,24.728001,24.517200,24.573900,24.573900,8553774
1999-02-16,24.716101,24.716101,24.527100,24.576799,24.576799,1643009
1999-02-17,24.547001,24.547001,24.368000,24.377899,24.377899,1141993
1999-02-18,null,null,null,null,null,null
1999-02-21,24.318199,24.318199,24.159100,24.159100,24.159100,818023
1999-02-22,24.517200,24.517200,24.268499,24.457500,24.457500,1120262
1999-02-23,24.855301,24.855301,24.377899,24.707100,24.707100,2202957
1999-02-24,24.696199,24.696199,24.338100,24.358000,24.358000,4760021
1999-02-25,24.218800,24.218800,24.019899,24.069599,24.069599,2200539
1999-02-28,24.318199,24.318199,24.132200,24.318199,24.318199,1787298
1999-03-01,24.517200,24.517200,24.228701,24.417700,24.417700,1922373
1999-03-02,24.666401,24.666401,24.417700,24.666401,24.666401,1213795
1999-03-03,24.666401,24.666401,24.467400,24.487301,24.487301,685578
1999-03-04,24.765800,24.765800,24.427700,24.447500,24.447500,826737
1999-03-07,24.805599,24.805599,24.566900,24.745899,24.745899,1272098
1999-03-08,24.845400,24.845400,24.716101,24.726000,24.726000,1231360
1999-03-09,25.213400,25.213400,24.755899,25.163700,25.163700,1312224
1999-03-10,25.810200,25.810200,25.193501,25.621201,25.621201,2237594
1999-03-11,26.456699,26.456699,25.810200,25.859900,25.859900,1547884
1999-03-14,26.510401,26.510401,25.750500,26.510401,26.510401,2428399
1999-03-15,26.506399,26.506399,25.621201,25.641100,25.641100,1826840
1999-03-16,25.760401,25.760401,25.382500,25.631100,25.631100,1859547
1999-03-17,25.849899,25.849899,25.653000,25.840000,25.840000,903397
1999-03-18,26.009100,26.009100,25.710699,25.789301,25.789301,929654
1999-03-21,26.128401,26.128401,25.571400,26.128401,26.128401,741090
1999-03-22,26.605900,26.605900,26.158300,26.506399,26.506399,1780915
1999-03-23,26.377100,26.377100,25.959400,26.010099,26.010099,1704325
1999-03-24,26.257700,26.257700,26.027000,26.027000,26.027000,1745556
1999-03-25,26.396999,26.396999,26.058800,26.109501,26.109501,3904376
1999-03-29,26.297501,26.297501,26.018999,26.018999,26.018999,662905
1999-03-30,26.257700,26.257700,25.959400,26.158300,26.158300,2439236
1999-03-31,26.158300,26.158300,25.680901,25.749500,25.749500,1604779
1999-04-01,26.038900,26.038900,25.650999,25.999100,25.999100,558669
1999-04-02,null,null,null,null,null,null
1999-04-05,null,null,null,null,null,null
1999-04-06,26.854500,26.854500,26.276600,26.774900,26.774900,1718638
1999-04-07,26.904200,26.904200,26.556101,26.745100,26.745100,2453194
1999-04-08,27.272200,27.272200,26.874399,27.228500,27.228500,5498845
1999-04-09,27.202600,27.202600,26.993700,26.993700,26.993700,1230018
1999-04-12,26.894300,26.894300,26.705299,26.804800,26.804800,1157589
1999-04-13,27.192699,27.192699,26.954000,27.191700,27.191700,981828
1999-04-14,27.500999,27.500999,26.924101,27.500999,27.500999,1724817
1999-04-15,27.948601,27.948601,27.292101,27.898800,27.898800,1387154
1999-04-16,27.898800,27.898800,27.699900,27.749599,27.749599,1428118
1999-04-19,28.247000,28.247000,27.550699,28.147499,28.147499,1321122
1999-04-20,28.545300,28.545300,27.650200,28.346399,28.346399,2420592
1999-04-21,28.445900,28.445900,27.829201,27.963499,27.963499,1426567
1999-04-22,28.545300,28.545300,28.097799,28.538401,28.538401,687401
1999-04-23,28.607000,28.607000,28.247000,28.247000,28.247000,1079317
1999-04-26,28.296700,28.296700,28.067900,28.247000,28.247000,348974
1999-04-27,28.240999,28.240999,27.849100,27.948601,27.948601,1314042
1999-04-28,28.048000,28.048000,27.729799,27.799400,27.799400,1231238
1999-04-29,27.898800,27.898800,27.650200,27.799400,27.799400,1378511
1999-04-30,28.097799,28.097799,27.351801,27.366699,27.366699,5166003
1999-05-03,27.236401,27.236401,26.774900,26.897301,26.897301,1346027
1999-05-04,27.134001,27.134001,26.208000,26.456699,26.456699,1812360
1999-05-05,26.348200,26.348200,25.710699,25.810200,25.810200,1462398
1999-05-06,25.859900,25.859900,25.064199,25.411301,25.411301,3397842
1999-05-07,25.098000,25.098000,24.358000,24.755899,24.755899,3448270
1999-05-10,25.810200,25.810200,25.064199,25.285999,25.285999,1340375
1999-05-11,25.555500,25.555500,24.915001,25.362600,25.362600,1485404
1999-05-12,25.412300,25.412300,24.964701,25.046301,25.046301,854039
1999-05-13,25.263100,25.263100,24.815500,24.976700,24.976700,1903686
1999-05-14,25.601299,25.601299,25.213400,25.511801,25.511801,1129413
1999-05-17,24.815500,24.815500,24.467400,24.566900,24.566900,1285441
1999-05-18,24.765800,24.765800,24.298300,24.517200,24.517200,1183424
1999-05-19,24.765800,24.765800,24.407801,24.467400,24.467400,1336071
1999-05-20,24.875200,24.875200,24.318199,24.368000,24.368000,1054493
1999-05-21,24.517200,24.517200,23.930300,24.517200,24.517200,1652802
1999-05-24,24.765800,24.765800,24.169100,24.375900,24.375900,1079429
1999-05-25,24.268499,24.268499,23.900499,23.995001,23.995001,1760008
1999-05-26,24.387899,24.387899,23.870701,24.318199,24.318199,1364816
1999-05-27,24.666401,24.666401,24.268499,24.586800,24.586800,1691686
1999-05-28,24.517200,24.517200,24.069599,24.497299,24.497299,3808822
1999-05-31,25.064199,25.064199,24.535101,25.014500,25.014500,1071127
1999-06-01,25.660999,25.660999,24.964701,25.506800,25.506800,1438648
1999-06-02,25.362600,25.362600,25.014500,25.143801,25.143801,1107246
1999-06-03,25.213400,25.213400,24.815500,25.034401,25.034401,907133
1999-06-04,25.064199,25.064199,24.726000,24.726000,24.726000,1152431
1999-06-07,25.123899,25.123899,24.825500,25.123899,25.123899,628882
1999-06-08,25.283001,25.283001,24.885201,25.084101,25.084101,722334
1999-06-09,25.285999,25.285999,24.815500,25.285999,25.285999,1421691
1999-06-10,25.342699,25.342699,24.984600,24.995600,24.995600,1129586
1999-06-11,24.842400,24.842400,23.970100,24.069599,24.069599,2402934
1999-06-14,null,null,null,null,null,null
1999-06-15,24.069599,24.069599,23.771200,23.820900,23.820900,1575092
1999-06-16,23.970100,23.970100,23.721500,23.910400,23.910400,1371000
1999-06-17,24.964701,24.964701,24.368000,24.815500,24.815500,2434587
1999-06-18,25.362600,25.362600,24.765800,24.881201,24.881201,1354000
1999-06-21,25.064199,25.064199,24.765800,24.865299,24.865299,2424538
1999-06-22,24.789700,24.789700,24.566900,24.666401,24.666401,2352217
1999-06-23,24.666401,24.666401,24.397800,24.474400,24.474400,2146022
1999-06-24,24.437599,24.437599,24.218800,24.268499,24.268499,3659426
1999-06-25,24.188900,24.188900,24.009899,24.119301,24.119301,3049258
1999-06-28,24.477400,24.477400,24.169100,24.348101,24.348101,1128008
1999-06-29,24.636499,24.636499,23.870701,24.109400,24.109400,2682756
1999-06-30,24.268499,24.268499,23.791100,23.920401,23.920401,2780943
1999-07-01,24.566900,24.566900,23.890600,23.900499,23.900499,2501866
1999-07-02,24.218800,24.218800,23.995001,24.149200,24.149200,2873361
1999-07-05,24.517200,24.517200,24.188900,24.387899,24.387899,1752868
1999-07-06,24.417700,24.417700,24.069599,24.099400,24.099400,2591177
1999-07-07,24.019899,24.019899,23.771200,23.825899,23.825899,3147028
1999-07-08,24.019899,24.019899,23.701599,23.721500,23.721500,2418976
1999-07-09,23.721500,23.721500,23.373400,23.413200,23.413200,2194494
1999-07-12,23.870701,23.870701,23.572300,23.820900,23.820900,1882782
1999-07-13,24.358000,24.358000,24.030800,24.218800,24.218800,2727959
1999-07-14,24.318199,24.318199,24.069599,24.076500,24.076500,1661135
1999-07-15,24.218800,24.218800,23.875601,23.990000,23.990000,1602632
1999-07-16,24.169100,24.169100,23.980101,24.000000,24.000000,1339583
1999-07-19,24.437599,24.437599,24.099400,24.278500,24.278500,1003249
1999-07-20,24.855301,24.855301,24.268499,24.815500,24.815500,1755856
1999-07-21,25.014500,25.014500,24.527100,24.955799,24.955799,934158
1999-07-22,25.014500,25.014500,24.566900,24.846399,24.846399,1359494
1999-07-23,24.660400,24.660400,24.328199,24.570900,24.570900,958454
1999-07-26,24.517200,24.517200,24.218800,24.353100,24.353100,1612974
1999-07-27,24.716101,24.716101,24.268499,24.616600,24.616600,954858
1999-07-28,24.875200,24.875200,24.467400,24.666401,24.666401,2520923
1999-07-29,24.775801,24.775801,24.268499,24.268499,24.268499,1640729
1999-07-30,24.119301,24.119301,23.880600,23.990000,23.990000,8379346
1999-08-02,23.920401,23.920401,23.681700,23.751301,23.751301,1872646
1999-08-03,24.368000,24.368000,23.711500,24.298300,24.298300,1763561
1999-08-04,24.258600,24.258600,23.880600,24.069599,24.069599,1223434
1999-08-05,24.706100,24.706100,24.100401,24.566900,24.566900,1519448
1999-08-06,24.636499,24.636499,24.228701,24.464500,24.464500,1820199
1999-08-09,24.397800,24.397800,24.069599,24.141199,24.141199,752118
1999-08-10,24.268499,24.268499,23.920401,24.263500,24.263500,2047317
1999-08-11,24.566900,24.566900,23.717501,23.717501,23.717501,2769602
1999-08-12,24.069599,24.069599,23.273899,23.383301,23.383301,3417514
1999-08-13,23.423100,23.423100,22.995399,23.209200,23.209200,2839298
1999-08-16,23.870701,23.870701,23.443001,23.771200,23.771200,1794266
1999-08-17,23.950199,23.950199,23.592199,23.870701,23.870701,1869758
1999-08-18,23.472799,23.472799,23.144600,23.225201,23.225201,3446645
1999-08-19,23.771200,23.771200,23.154600,23.721500,23.721500,2221292
1999-08-20,23.910400,23.910400,23.641899,23.876600,23.876600,1199382
1999-08-23,24.318199,24.318199,23.920401,24.304300,24.304300,1794929
1999-08-24,24.566900,24.566900,24.069599,24.069599,24.069599,1273489
1999-08-25,24.387899,24.387899,24.019899,24.308300,24.308300,1243294
1999-08-26,24.855301,24.855301,24.467400,24.806601,24.806601,2102200
1999-08-27,24.845400,24.845400,24.527100,24.726000,24.726000,2275667
1999-08-30,24.825500,24.825500,24.467400,24.745899,24.745899,1331063
1999-08-31,24.666401,24.666401,24.507200,24.523100,24.523100,940179
1999-09-01,24.775801,24.775801,24.427700,24.686300,24.686300,1528029
1999-09-02,24.706100,24.706100,24.447500,24.616600,24.616600,898101
1999-09-03,24.368000,24.368000,24.049700,24.228701,24.228701,876166
1999-09-06,24.666401,24.666401,24.437599,24.467400,24.467400,445222
1999-09-07,24.387899,24.387899,24.069599,24.149200,24.149200,1064242
1999-09-08,24.248600,24.248600,24.018900,24.018900,24.018900,772736
1999-09-09,24.029800,24.029800,23.671700,23.721500,23.721500,1285060
1999-09-10,23.820900,23.820900,23.582199,23.703600,23.703600,1405493
1999-09-13,23.643900,23.643900,23.154600,23.273899,23.273899,2208981
1999-09-14,23.721500,23.721500,23.174400,23.572300,23.572300,1565649
1999-09-15,23.423100,23.423100,23.181400,23.181400,23.181400,1923777
1999-09-16,23.273899,23.273899,22.915800,22.975500,22.975500,2581832
1999-09-17,23.124701,23.124701,22.896000,22.915800,22.915800,2326447
1999-09-20,23.075001,23.075001,22.627399,22.759701,22.759701,1405802
1999-09-21,22.856199,22.856199,22.478201,22.826300,22.826300,1942466
1999-09-22,23.244101,23.244101,22.478201,23.065001,23.065001,1901796
1999-09-23,23.572300,23.572300,23.131701,23.423100,23.423100,1301826
1999-09-24,23.383301,23.383301,22.776600,22.972500,22.972500,1626671
1999-09-27,23.820900,23.820900,22.965599,23.577299,23.577299,1514873
1999-09-28,23.830900,23.830900,23.373400,23.701599,23.701599,1142869
1999-09-29,23.701599,23.701599,23.472799,23.572300,23.572300,1036828
1999-09-30,24.218800,24.218800,23.681700,24.019899,24.019899,2143640
1999-10-01,24.019899,24.437599,24.019899,24.218800,24.218800,1460615
1999-10-04,24.056700,24.056700,23.870701,23.870701,23.870701,349377
1999-10-05,23.988001,24.218800,23.970100,24.162100,24.162100,1312667
1999-10-06,24.119301,24.368000,24.019899,24.183001,24.183001,2073157
1999-10-07,24.309299,24.517200,24.188900,24.517200,24.517200,2449232
1999-10-08,24.385900,24.765800,24.368000,24.566900,24.566900,943981
1999-10-11,24.765800,24.915001,24.676300,24.793699,24.793699,2079970
1999-10-12,24.785700,24.974701,24.716101,24.785700,24.785700,4298307
1999-10-13,24.566900,24.616600,24.268499,24.395800,24.395800,920825
1999-10-14,24.122299,24.517200,23.970100,24.467400,24.467400,2054720
1999-10-15,24.368000,24.765800,24.179001,24.467400,24.467400,1753929
1999-10-18,24.069599,24.268499,23.980101,24.019899,24.019899,1467260
1999-10-19,24.029800,24.119301,23.870701,23.930300,23.930300,1374494
1999-10-20,24.031799,24.218800,23.970100,24.069599,24.069599,1314941
1999-10-21,24.294399,24.294399,23.820900,24.047701,24.047701,1225696
1999-10-22,23.970100,24.169100,23.920401,24.098400,24.098400,1183986
1999-10-25,24.296400,24.427700,24.218800,24.410700,24.410700,1084561
1999-10-26,24.169100,24.348101,24.169100,24.328199,24.328199,963121
1999-10-27,24.258600,24.517200,24.169100,24.497299,24.497299,1287640
1999-10-28,24.616600,25.064199,24.616600,25.024401,25.024401,2327364
1999-10-29,25.353600,25.859900,25.342699,25.561501,25.561501,8434334
1999-10-31,25.689800,25.810200,25.362600,25.750500,25.750500,1272896
1999-11-01,25.778299,26.158300,25.760401,26.158300,26.158300,887891
1999-11-02,26.080700,26.754999,26.058800,26.556101,26.556101,1635098
1999-11-03,26.655600,26.655600,26.208000,26.635700,26.635700,2264158
1999-11-04,26.605900,26.605900,26.373100,26.373100,26.373100,1333245
1999-11-07,26.456699,26.556101,26.347200,26.357201,26.357201,1184502
1999-11-08,26.481501,26.725201,26.396999,26.589899,26.589899,1078953
1999-11-09,26.556101,27.331900,26.506399,27.202600,27.202600,1645303
1999-11-10,26.938999,27.302099,26.854500,27.172800,27.172800,1902563
1999-11-11,27.142900,27.312000,26.754999,26.767000,26.767000,2256373
1999-11-14,26.917200,26.924101,26.586000,26.587900,26.587900,1674787
1999-11-15,26.556101,26.556101,26.337299,26.367100,26.367100,1323480
1999-11-16,26.456699,26.655600,26.456699,26.466600,26.466600,963803
1999-11-17,26.357201,26.645599,26.218000,26.595900,26.595900,1644242
1999-11-18,26.655600,26.754999,26.406900,26.425800,26.425800,790315
1999-11-21,26.357201,26.456699,26.158300,26.406900,26.406900,1063497
1999-11-22,26.257700,26.456699,26.257700,26.277599,26.277599,1251542
1999-11-23,26.152300,26.357201,26.068800,26.249800,26.249800,815011
1999-11-24,26.257700,26.406900,25.859900,25.909599,25.909599,1841462
1999-11-25,25.909599,26.118500,25.710699,26.068800,26.068800,5115601
1999-11-28,26.058800,26.307501,25.909599,26.247801,26.247801,921932
1999-11-29,26.131399,26.168200,25.710699,25.800200,25.800200,1255602
1999-11-30,25.810200,25.939501,25.511801,25.859900,25.859900,1291537
1999-12-01,26.089600,26.108500,25.959400,26.038900,26.038900,1436166
1999-12-02,26.108500,26.118500,25.760401,25.869801,25.869801,1044113
1999-12-05,26.058800,26.108500,25.541599,25.611200,25.611200,1769418
1999-12-06,25.511801,25.521700,25.322800,25.521700,25.521700,1739278
1999-12-07,25.561501,25.959400,25.412300,25.760401,25.760401,1179018
1999-12-08,25.767401,26.028999,25.660999,25.909599,25.909599,963976
1999-12-09,25.909599,25.909599,25.551600,25.581400,25.581400,819592
1999-12-12,25.810200,25.810200,25.432199,25.432199,25.432199,1018770
1999-12-13,25.362600,25.365601,25.183599,25.365601,25.365601,1232848
1999-12-14,25.209400,25.432199,25.173599,25.372499,25.372499,1098693
1999-12-15,25.462000,25.462000,25.263100,25.352600,25.352600,1218508
1999-12-16,25.362600,25.412300,25.094000,25.153700,25.153700,1347675
1999-12-19,25.157700,25.312901,25.123899,25.302900,25.302900,1558462
1999-12-20,25.163700,25.312901,25.163700,25.263100,25.263100,1485952
1999-12-21,25.368500,25.561501,25.273100,25.511801,25.511801,958126
1999-12-22,25.511801,25.511801,25.273100,25.315800,25.315800,586738
1999-12-23,25.362600,25.511801,25.193501,25.511801,25.511801,2333428
1999-12-26,null,null,null,null,null,null
1999-12-27,null,null,null,null,null,null
1999-12-28,25.581400,25.859900,25.561501,25.810200,25.810200,425385
1999-12-29,25.959400,26.237801,25.959400,26.088600,26.088600,467524
1999-12-30,null,null,null,null,null,null
2000-01-02,null,null,null,null,null,null
2000-01-03,26.058800,26.058800,25.720600,25.790300,25.790300,1018072
2000-01-04,25.353600,25.392401,25.113899,25.213400,25.213400,2191283
2000-01-05,25.362600,25.362600,24.666401,24.716101,24.716101,1505531
2000-01-06,24.913000,25.113899,24.736000,24.964701,24.964701,1414041
2000-01-09,25.362600,25.621201,25.312901,25.561501,25.561501,1396460
2000-01-10,25.531700,25.551600,25.084101,25.148701,25.148701,2105483
2000-01-11,25.056200,25.462000,25.014500,25.312901,25.312901,1775060
2000-01-12,25.312901,25.511801,25.004499,25.113899,25.113899,1944062
2000-01-13,25.211399,25.511801,25.143801,25.445101,25.445101,1243321
2000-01-16,25.561501,25.810200,25.442200,25.750500,25.750500,1499467
2000-01-17,25.710699,25.760401,25.462000,25.674900,25.674900,3140069
2000-01-18,25.462000,25.462000,25.163700,25.163700,25.163700,1166862
2000-01-19,25.212400,25.501801,25.153700,25.462000,25.462000,2149039
2000-01-20,25.261101,25.412300,25.261101,25.392401,25.392401,964817
2000-01-23,25.402399,25.750500,25.402399,25.462000,25.462000,1159293
2000-01-24,25.143801,25.362600,25.113899,25.312901,25.312901,1392194
2000-01-25,null,null,null,null,null,null
2000-01-26,25.263100,25.810200,25.263100,25.730600,25.730600,1651667
2000-01-27,25.740499,26.406900,25.740499,26.118500,26.118500,6896134
2000-01-30,25.757500,26.058800,25.660999,25.959400,25.959400,672914
2000-01-31,25.959400,26.009100,25.462000,25.527700,25.527700,972983
2000-02-01,25.521700,25.760401,25.362600,25.515800,25.515800,1082767
2000-02-02,25.453100,25.453100,24.954800,25.064199,25.064199,2356553
2000-02-03,25.064199,25.760401,25.064199,25.422300,25.422300,1090758
2000-02-06,25.362600,25.820101,25.312901,25.531700,25.531700,1031920
2000-02-07,25.531700,25.631100,25.312901,25.408300,25.408300,1000208
2000-02-08,25.462000,25.810200,25.233299,25.660999,25.660999,1792499
2000-02-09,25.561501,26.108500,25.561501,26.006100,26.006100,3803236
2000-02-10,25.859900,26.635700,25.859900,26.363199,26.363199,1762940
2000-02-13,26.058800,26.665501,26.058800,26.462601,26.462601,2002194
2000-02-14,26.572001,27.003700,26.572001,27.003700,27.003700,3197592
2000-02-15,27.003700,27.351801,26.655600,26.735100,26.735100,2275938
2000-02-16,25.849899,26.347200,25.849899,25.959400,25.959400,4540401
2000-02-17,25.959400,26.158300,25.760401,26.024000,26.024000,1316360
