draw_number,date,date-year,date-month,date-day,numb1-5,numb2-5,numb3-5,numb4-5,numb5-5,numb6-5,numb7-5,sup1-5,sup2-5,numb1-4,numb2-4,numb3-4,numb4-4,numb5-4,numb6-4,numb7-4,sup1-4,sup2-4,numb1-3,numb2-3,numb3-3,numb4-3,numb5-3,numb6-3,numb7-3,sup1-3,sup2-3,numb1-2,numb2-2,numb3-2,numb4-2,numb5-2,numb6-2,numb7-2,sup1-2,sup2-2,numb1-1,numb2-1,numb3-1,numb4-1,numb5-1,numb6-1,numb7-1,sup1-1,sup2-1,result
629,20060307,2006,3,7,35,12,17,2,40,31,39,33,13,12,44,1,40,29,6,22,34,4,41,26,36,4,2,38,11,19,20,27,16,28,44,25,37,23,19,22,22,23,3,20,37,8,41,21,28,20,14,17,8,3,21,2,38,7,5,32,26,4,30,23,28,11,21,13,5,1,21,11,3,35,37,44,17,33,6,41,27,45,25,1,9,21,25,34,2,18,3,5,17,32,0
630,20060314,2006,3,14,12,44,1,40,29,6,22,34,4,41,26,36,4,2,38,11,19,20,27,16,28,44,25,37,23,19,22,22,23,3,20,37,8,41,21,28,20,14,17,8,3,21,2,38,7,5,32,26,4,30,23,28,11,21,13,5,1,21,11,3,35,37,44,17,33,6,41,27,45,25,1,9,21,25,34,2,18,3,5,17,32,43,9,1,8,45,20,7,24,30,1
631,20060321,2006,3,21,41,26,36,4,2,38,11,19,20,27,16,28,44,25,37,23,19,22,22,23,3,20,37,8,41,21,28,20,14,17,8,3,21,2,38,7,5,32,26,4,30,23,28,11,21,13,5,1,21,11,3,35,37,44,17,33,6,41,27,45,25,1,9,21,25,34,2,18,3,5,17,32,43,9,1,8,45,20,7,24,30,45,14,4,33,19,20,3,12,34,0
632,20060328,2006,3,28,27,16,28,44,25,37,23,19,22,22,23,3,20,37,8,41,21,28,20,14,17,8,3,21,2,38,7,5,32,26,4,30,23,28,11,21,13,5,1,21,11,3,35,37,44,17,33,6,41,27,45,25,1,9,21,25,34,2,18,3,5,17,32,43,9,1,8,45,20,7,24,30,45,14,4,33,19,20,3,12,34,22,23,27,13,39,21,32,35,10,0
633,20060404,2006,4,4,22,23,3,20,37,8,41,21,28,20,14,17,8,3,21,2,38,7,5,32,26,4,30,23,28,11,21,13,5,1,21,11,3,35,37,44,17,33,6,41,27,45,25,1,9,21,25,34,2,18,3,5,17,32,43,9,1,8,45,20,7,24,30,45,14,4,33,19,20,3,12,34,22,23,27,13,39,21,32,35,10,25,15,4,6,20,28,23,8,1,0
634,20060411,2006,4,11,20,14,17,8,3,21,2,38,7,5,32,26,4,30,23,28,11,21,13,5,1,21,11,3,35,37,44,17,33,6,41,27,45,25,1,9,21,25,34,2,18,3,5,17,32,43,9,1,8,45,20,7,24,30,45,14,4,33,19,20,3,12,34,22,23,27,13,39,21,32,35,10,25,15,4,6,20,28,23,8,1,20,38,27,32,19,45,22,39,15,0
635,20060418,2006,4,18,5,32,26,4,30,23,28,11,21,13,5,1,21,11,3,35,37,44,17,33,6,41,27,45,25,1,9,21,25,34,2,18,3,5,17,32,43,9,1,8,45,20,7,24,30,45,14,4,33,19,20,3,12,34,22,23,27,13,39,21,32,35,10,25,15,4,6,20,28,23,8,1,20,38,27,32,19,45,22,39,15,1,10,6,19,9,29,8,3,14,0
636,20060425,2006,4,25,13,5,1,21,11,3,35,37,44,17,33,6,41,27,45,25,1,9,21,25,34,2,18,3,5,17,32,43,9,1,8,45,20,7,24,30,45,14,4,33,19,20,3,12,34,22,23,27,13,39,21,32,35,10,25,15,4,6,20,28,23,8,1,20,38,27,32,19,45,22,39,15,1,10,6,19,9,29,8,3,14,4,25,10,16,19,22,8,15,20,0
637,20060502,2006,5,2,17,33,6,41,27,45,25,1,9,21,25,34,2,18,3,5,17,32,43,9,1,8,45,20,7,24,30,45,14,4,33,19,20,3,12,34,22,23,27,13,39,21,32,35,10,25,15,4,6,20,28,23,8,1,20,38,27,32,19,45,22,39,15,1,10,6,19,9,29,8,3,14,4,25,10,16,19,22,8,15,20,1,9,33,2,24,26,5,13,40,0
638,20060509,2006,5,9,21,25,34,2,18,3,5,17,32,43,9,1,8,45,20,7,24,30,45,14,4,33,19,20,3,12,34,22,23,27,13,39,21,32,35,10,25,15,4,6,20,28,23,8,1,20,38,27,32,19,45,22,39,15,1,10,6,19,9,29,8,3,14,4,25,10,16,19,22,8,15,20,1,9,33,2,24,26,5,13,40,44,30,13,41,25,31,24,19,35,0
639,20060516,2006,5,16,43,9,1,8,45,20,7,24,30,45,14,4,33,19,20,3,12,34,22,23,27,13,39,21,32,35,10,25,15,4,6,20,28,23,8,1,20,38,27,32,19,45,22,39,15,1,10,6,19,9,29,8,3,14,4,25,10,16,19,22,8,15,20,1,9,33,2,24,26,5,13,40,44,30,13,41,25,31,24,19,35,44,35,37,26,12,39,4,41,6,0
640,20060523,2006,5,23,45,14,4,33,19,20,3,12,34,22,23,27,13,39,21,32,35,10,25,15,4,6,20,28,23,8,1,20,38,27,32,19,45,22,39,15,1,10,6,19,9,29,8,3,14,4,25,10,16,19,22,8,15,20,1,9,33,2,24,26,5,13,40,44,30,13,41,25,31,24,19,35,44,35,37,26,12,39,4,41,6,3,12,17,23,15,9,29,19,22,2
641,20060530,2006,5,30,22,23,27,13,39,21,32,35,10,25,15,4,6,20,28,23,8,1,20,38,27,32,19,45,22,39,15,1,10,6,19,9,29,8,3,14,4,25,10,16,19,22,8,15,20,1,9,33,2,24,26,5,13,40,44,30,13,41,25,31,24,19,35,44,35,37,26,12,39,4,41,6,3,12,17,23,15,9,29,19,22,23,34,27,17,40,32,2,3,25,0
642,20060606,2006,6,6,25,15,4,6,20,28,23,8,1,20,38,27,32,19,45,22,39,15,1,10,6,19,9,29,8,3,14,4,25,10,16,19,22,8,15,20,1,9,33,2,24,26,5,13,40,44,30,13,41,25,31,24,19,35,44,35,37,26,12,39,4,41,6,3,12,17,23,15,9,29,19,22,23,34,27,17,40,32,2,3,25,43,24,33,26,2,1,20,29,30,0
643,20060613,2006,6,13,20,38,27,32,19,45,22,39,15,1,10,6,19,9,29,8,3,14,4,25,10,16,19,22,8,15,20,1,9,33,2,24,26,5,13,40,44,30,13,41,25,31,24,19,35,44,35,37,26,12,39,4,41,6,3,12,17,23,15,9,29,19,22,23,34,27,17,40,32,2,3,25,43,24,33,26,2,1,20,29,30,16,23,35,26,29,33,20,7,11,0
644,20060620,2006,6,20,1,10,6,19,9,29,8,3,14,4,25,10,16,19,22,8,15,20,1,9,33,2,24,26,5,13,40,44,30,13,41,25,31,24,19,35,44,35,37,26,12,39,4,41,6,3,12,17,23,15,9,29,19,22,23,34,27,17,40,32,2,3,25,43,24,33,26,2,1,20,29,30,16,23,35,26,29,33,20,7,11,11,3,17,28,14,12,40,8,1,0
645,20060627,2006,6,27,4,25,10,16,19,22,8,15,20,1,9,33,2,24,26,5,13,40,44,30,13,41,25,31,24,19,35,44,35,37,26,12,39,4,41,6,3,12,17,23,15,9,29,19,22,23,34,27,17,40,32,2,3,25,43,24,33,26,2,1,20,29,30,16,23,35,26,29,33,20,7,11,11,3,17,28,14,12,40,8,1,40,19,25,2,11,43,13,1,4,0
646,20060704,2006,7,4,1,9,33,2,24,26,5,13,40,44,30,13,41,25,31,24,19,35,44,35,37,26,12,39,4,41,6,3,12,17,23,15,9,29,19,22,23,34,27,17,40,32,2,3,25,43,24,33,26,2,1,20,29,30,16,23,35,26,29,33,20,7,11,11,3,17,28,14,12,40,8,1,40,19,25,2,11,43,13,1,4,29,22,32,43,8,16,26,27,7,0
647,20060711,2006,7,11,44,30,13,41,25,31,24,19,35,44,35,37,26,12,39,4,41,6,3,12,17,23,15,9,29,19,22,23,34,27,17,40,32,2,3,25,43,24,33,26,2,1,20,29,30,16,23,35,26,29,33,20,7,11,11,3,17,28,14,12,40,8,1,40,19,25,2,11,43,13,1,4,29,22,32,43,8,16,26,27,7,13,35,16,44,37,23,27,17,8,0
648,20060718,2006,7,18,44,35,37,26,12,39,4,41,6,3,12,17,23,15,9,29,19,22,23,34,27,17,40,32,2,3,25,43,24,33,26,2,1,20,29,30,16,23,35,26,29,33,20,7,11,11,3,17,28,14,12,40,8,1,40,19,25,2,11,43,13,1,4,29,22,32,43,8,16,26,27,7,13,35,16,44,37,23,27,17,8,43,2,36,8,42,10,28,40,13,2
649,20060725,2006,7,25,3,12,17,23,15,9,29,19,22,23,34,27,17,40,32,2,3,25,43,24,33,26,2,1,20,29,30,16,23,35,26,29,33,20,7,11,11,3,17,28,14,12,40,8,1,40,19,25,2,11,43,13,1,4,29,22,32,43,8,16,26,27,7,13,35,16,44,37,23,27,17,8,43,2,36,8,42,10,28,40,13,16,2,36,45,3,34,42,37,38,0
650,20060801,2006,8,1,23,34,27,17,40,32,2,3,25,43,24,33,26,2,1,20,29,30,16,23,35,26,29,33,20,7,11,11,3,17,28,14,12,40,8,1,40,19,25,2,11,43,13,1,4,29,22,32,43,8,16,26,27,7,13,35,16,44,37,23,27,17,8,43,2,36,8,42,10,28,40,13,16,2,36,45,3,34,42,37,38,33,37,27,16,13,45,5,41,18,2
651,20060808,2006,8,8,43,24,33,26,2,1,20,29,30,16,23,35,26,29,33,20,7,11,11,3,17,28,14,12,40,8,1,40,19,25,2,11,43,13,1,4,29,22,32,43,8,16,26,27,7,13,35,16,44,37,23,27,17,8,43,2,36,8,42,10,28,40,13,16,2,36,45,3,34,42,37,38,33,37,27,16,13,45,5,41,18,8,38,42,34,12,44,26,40,37,0
652,20060815,2006,8,15,16,23,35,26,29,33,20,7,11,11,3,17,28,14,12,40,8,1,40,19,25,2,11,43,13,1,4,29,22,32,43,8,16,26,27,7,13,35,16,44,37,23,27,17,8,43,2,36,8,42,10,28,40,13,16,2,36,45,3,34,42,37,38,33,37,27,16,13,45,5,41,18,8,38,42,34,12,44,26,40,37,27,4,24,35,20,31,29,16,25,0
653,20060822,2006,8,22,11,3,17,28,14,12,40,8,1,40,19,25,2,11,43,13,1,4,29,22,32,43,8,16,26,27,7,13,35,16,44,37,23,27,17,8,43,2,36,8,42,10,28,40,13,16,2,36,45,3,34,42,37,38,33,37,27,16,13,45,5,41,18,8,38,42,34,12,44,26,40,37,27,4,24,35,20,31,29,16,25,12,17,41,16,25,40,38,30,13,0
654,20060829,2006,8,29,40,19,25,2,11,43,13,1,4,29,22,32,43,8,16,26,27,7,13,35,16,44,37,23,27,17,8,43,2,36,8,42,10,28,40,13,16,2,36,45,3,34,42,37,38,33,37,27,16,13,45,5,41,18,8,38,42,34,12,44,26,40,37,27,4,24,35,20,31,29,16,25,12,17,41,16,25,40,38,30,13,39,41,44,17,19,22,43,23,29,0
655,20060905,2006,9,5,29,22,32,43,8,16,26,27,7,13,35,16,44,37,23,27,17,8,43,2,36,8,42,10,28,40,13,16,2,36,45,3,34,42,37,38,33,37,27,16,13,45,5,41,18,8,38,42,34,12,44,26,40,37,27,4,24,35,20,31,29,16,25,12,17,41,16,25,40,38,30,13,39,41,44,17,19,22,43,23,29,39,42,38,11,43,14,15,40,44,0
656,20060912,2006,9,12,13,35,16,44,37,23,27,17,8,43,2,36,8,42,10,28,40,13,16,2,36,45,3,34,42,37,38,33,37,27,16,13,45,5,41,18,8,38,42,34,12,44,26,40,37,27,4,24,35,20,31,29,16,25,12,17,41,16,25,40,38,30,13,39,41,44,17,19,22,43,23,29,39,42,38,11,43,14,15,40,44,20,17,22,23,15,45,39,12,8,0
657,20060919,2006,9,19,43,2,36,8,42,10,28,40,13,16,2,36,45,3,34,42,37,38,33,37,27,16,13,45,5,41,18,8,38,42,34,12,44,26,40,37,27,4,24,35,20,31,29,16,25,12,17,41,16,25,40,38,30,13,39,41,44,17,19,22,43,23,29,39,42,38,11,43,14,15,40,44,20,17,22,23,15,45,39,12,8,2,6,30,9,28,37,32,12,10,2
658,20060926,2006,9,26,16,2,36,45,3,34,42,37,38,33,37,27,16,13,45,5,41,18,8,38,42,34,12,44,26,40,37,27,4,24,35,20,31,29,16,25,12,17,41,16,25,40,38,30,13,39,41,44,17,19,22,43,23,29,39,42,38,11,43,14,15,40,44,20,17,22,23,15,45,39,12,8,2,6,30,9,28,37,32,12,10,5,34,2,21,43,3,15,17,11,0
659,20061003,2006,10,3,33,37,27,16,13,45,5,41,18,8,38,42,34,12,44,26,40,37,27,4,24,35,20,31,29,16,25,12,17,41,16,25,40,38,30,13,39,41,44,17,19,22,43,23,29,39,42,38,11,43,14,15,40,44,20,17,22,23,15,45,39,12,8,2,6,30,9,28,37,32,12,10,5,34,2,21,43,3,15,17,11,36,3,33,6,38,44,37,15,41,2
660,20061010,2006,10,10,8,38,42,34,12,44,26,40,37,27,4,24,35,20,31,29,16,25,12,17,41,16,25,40,38,30,13,39,41,44,17,19,22,43,23,29,39,42,38,11,43,14,15,40,44,20,17,22,23,15,45,39,12,8,2,6,30,9,28,37,32,12,10,5,34,2,21,43,3,15,17,11,36,3,33,6,38,44,37,15,41,18,43,24,33,34,23,8,32,25,0
661,20061017,2006,10,17,27,4,24,35,20,31,29,16,25,12,17,41,16,25,40,38,30,13,39,41,44,17,19,22,43,23,29,39,42,38,11,43,14,15,40,44,20,17,22,23,15,45,39,12,8,2,6,30,9,28,37,32,12,10,5,34,2,21,43,3,15,17,11,36,3,33,6,38,44,37,15,41,18,43,24,33,34,23,8,32,25,25,17,21,38,8,31,2,12,3,0
662,20061024,2006,10,24,12,17,41,16,25,40,38,30,13,39,41,44,17,19,22,43,23,29,39,42,38,11,43,14,15,40,44,20,17,22,23,15,45,39,12,8,2,6,30,9,28,37,32,12,10,5,34,2,21,43,3,15,17,11,36,3,33,6,38,44,37,15,41,18,43,24,33,34,23,8,32,25,25,17,21,38,8,31,2,12,3,32,11,45,22,42,33,37,24,41,0
663,20061031,2006,10,31,39,41,44,17,19,22,43,23,29,39,42,38,11,43,14,15,40,44,20,17,22,23,15,45,39,12,8,2,6,30,9,28,37,32,12,10,5,34,2,21,43,3,15,17,11,36,3,33,6,38,44,37,15,41,18,43,24,33,34,23,8,32,25,25,17,21,38,8,31,2,12,3,32,11,45,22,42,33,37,24,41,3,31,14,41,32,9,5,16,43,0
664,20061107,2006,11,7,39,42,38,11,43,14,15,40,44,20,17,22,23,15,45,39,12,8,2,6,30,9,28,37,32,12,10,5,34,2,21,43,3,15,17,11,36,3,33,6,38,44,37,15,41,18,43,24,33,34,23,8,32,25,25,17,21,38,8,31,2,12,3,32,11,45,22,42,33,37,24,41,3,31,14,41,32,9,5,16,43,33,6,25,3,37,43,21,4,29,1
665,20061114,2006,11,14,20,17,22,23,15,45,39,12,8,2,6,30,9,28,37,32,12,10,5,34,2,21,43,3,15,17,11,36,3,33,6,38,44,37,15,41,18,43,24,33,34,23,8,32,25,25,17,21,38,8,31,2,12,3,32,11,45,22,42,33,37,24,41,3,31,14,41,32,9,5,16,43,33,6,25,3,37,43,21,4,29,9,6,30,38,16,7,31,44,34,0
666,20061121,2006,11,21,2,6,30,9,28,37,32,12,10,5,34,2,21,43,3,15,17,11,36,3,33,6,38,44,37,15,41,18,43,24,33,34,23,8,32,25,25,17,21,38,8,31,2,12,3,32,11,45,22,42,33,37,24,41,3,31,14,41,32,9,5,16,43,33,6,25,3,37,43,21,4,29,9,6,30,38,16,7,31,44,34,36,18,4,2,43,29,9,20,1,0
667,20061128,2006,11,28,5,34,2,21,43,3,15,17,11,36,3,33,6,38,44,37,15,41,18,43,24,33,34,23,8,32,25,25,17,21,38,8,31,2,12,3,32,11,45,22,42,33,37,24,41,3,31,14,41,32,9,5,16,43,33,6,25,3,37,43,21,4,29,9,6,30,38,16,7,31,44,34,36,18,4,2,43,29,9,20,1,11,12,39,24,29,6,36,35,20,0
668,20061205,2006,12,5,36,3,33,6,38,44,37,15,41,18,43,24,33,34,23,8,32,25,25,17,21,38,8,31,2,12,3,32,11,45,22,42,33,37,24,41,3,31,14,41,32,9,5,16,43,33,6,25,3,37,43,21,4,29,9,6,30,38,16,7,31,44,34,36,18,4,2,43,29,9,20,1,11,12,39,24,29,6,36,35,20,14,41,7,16,23,8,24,21,26,2
669,20061212,2006,12,12,18,43,24,33,34,23,8,32,25,25,17,21,38,8,31,2,12,3,32,11,45,22,42,33,37,24,41,3,31,14,41,32,9,5,16,43,33,6,25,3,37,43,21,4,29,9,6,30,38,16,7,31,44,34,36,18,4,2,43,29,9,20,1,11,12,39,24,29,6,36,35,20,14,41,7,16,23,8,24,21,26,39,6,34,4,13,23,32,22,15,0
670,20061219,2006,12,19,25,17,21,38,8,31,2,12,3,32,11,45,22,42,33,37,24,41,3,31,14,41,32,9,5,16,43,33,6,25,3,37,43,21,4,29,9,6,30,38,16,7,31,44,34,36,18,4,2,43,29,9,20,1,11,12,39,24,29,6,36,35,20,14,41,7,16,23,8,24,21,26,39,6,34,4,13,23,32,22,15,18,37,10,27,6,20,33,25,17,0
671,20061226,2006,12,26,32,11,45,22,42,33,37,24,41,3,31,14,41,32,9,5,16,43,33,6,25,3,37,43,21,4,29,9,6,30,38,16,7,31,44,34,36,18,4,2,43,29,9,20,1,11,12,39,24,29,6,36,35,20,14,41,7,16,23,8,24,21,26,39,6,34,4,13,23,32,22,15,18,37,10,27,6,20,33,25,17,38,24,10,19,7,12,27,18,26,0
672,20070102,2007,1,2,3,31,14,41,32,9,5,16,43,33,6,25,3,37,43,21,4,29,9,6,30,38,16,7,31,44,34,36,18,4,2,43,29,9,20,1,11,12,39,24,29,6,36,35,20,14,41,7,16,23,8,24,21,26,39,6,34,4,13,23,32,22,15,18,37,10,27,6,20,33,25,17,38,24,10,19,7,12,27,18,26,32,35,36,17,27,39,23,44,41,0
673,20070109,2007,1,9,33,6,25,3,37,43,21,4,29,9,6,30,38,16,7,31,44,34,36,18,4,2,43,29,9,20,1,11,12,39,24,29,6,36,35,20,14,41,7,16,23,8,24,21,26,39,6,34,4,13,23,32,22,15,18,37,10,27,6,20,33,25,17,38,24,10,19,7,12,27,18,26,32,35,36,17,27,39,23,44,41,35,24,42,45,13,31,26,5,32,0
674,20070116,2007,1,16,9,6,30,38,16,7,31,44,34,36,18,4,2,43,29,9,20,1,11,12,39,24,29,6,36,35,20,14,41,7,16,23,8,24,21,26,39,6,34,4,13,23,32,22,15,18,37,10,27,6,20,33,25,17,38,24,10,19,7,12,27,18,26,32,35,36,17,27,39,23,44,41,35,24,42,45,13,31,26,5,32,22,2,29,20,33,44,16,13,8,2
675,20070123,2007,1,23,36,18,4,2,43,29,9,20,1,11,12,39,24,29,6,36,35,20,14,41,7,16,23,8,24,21,26,39,6,34,4,13,23,32,22,15,18,37,10,27,6,20,33,25,17,38,24,10,19,7,12,27,18,26,32,35,36,17,27,39,23,44,41,35,24,42,45,13,31,26,5,32,22,2,29,20,33,44,16,13,8,32,40,2,34,26,1,21,35,30,0
676,20070130,2007,1,30,11,12,39,24,29,6,36,35,20,14,41,7,16,23,8,24,21,26,39,6,34,4,13,23,32,22,15,18,37,10,27,6,20,33,25,17,38,24,10,19,7,12,27,18,26,32,35,36,17,27,39,23,44,41,35,24,42,45,13,31,26,5,32,22,2,29,20,33,44,16,13,8,32,40,2,34,26,1,21,35,30,23,18,28,29,19,38,8,27,24,0
677,20070206,2007,2,6,14,41,7,16,23,8,24,21,26,39,6,34,4,13,23,32,22,15,18,37,10,27,6,20,33,25,17,38,24,10,19,7,12,27,18,26,32,35,36,17,27,39,23,44,41,35,24,42,45,13,31,26,5,32,22,2,29,20,33,44,16,13,8,32,40,2,34,26,1,21,35,30,23,18,28,29,19,38,8,27,24,25,2,1,18,37,6,19,26,45,0
678,20070213,2007,2,13,39,6,34,4,13,23,32,22,15,18,37,10,27,6,20,33,25,17,38,24,10,19,7,12,27,18,26,32,35,36,17,27,39,23,44,41,35,24,42,45,13,31,26,5,32,22,2,29,20,33,44,16,13,8,32,40,2,34,26,1,21,35,30,23,18,28,29,19,38,8,27,24,25,2,1,18,37,6,19,26,45,14,40,43,3,28,36,19,27,12,0
679,20070220,2007,2,20,18,37,10,27,6,20,33,25,17,38,24,10,19,7,12,27,18,26,32,35,36,17,27,39,23,44,41,35,24,42,45,13,31,26,5,32,22,2,29,20,33,44,16,13,8,32,40,2,34,26,1,21,35,30,23,18,28,29,19,38,8,27,24,25,2,1,18,37,6,19,26,45,14,40,43,3,28,36,19,27,12,18,19,39,29,37,28,33,4,32,0
680,20070227,2007,2,27,38,24,10,19,7,12,27,18,26,32,35,36,17,27,39,23,44,41,35,24,42,45,13,31,26,5,32,22,2,29,20,33,44,16,13,8,32,40,2,34,26,1,21,35,30,23,18,28,29,19,38,8,27,24,25,2,1,18,37,6,19,26,45,14,40,43,3,28,36,19,27,12,18,19,39,29,37,28,33,4,32,6,22,9,38,3,44,11,18,30,0
681,20070306,2007,3,6,32,35,36,17,27,39,23,44,41,35,24,42,45,13,31,26,5,32,22,2,29,20,33,44,16,13,8,32,40,2,34,26,1,21,35,30,23,18,28,29,19,38,8,27,24,25,2,1,18,37,6,19,26,45,14,40,43,3,28,36,19,27,12,18,19,39,29,37,28,33,4,32,6,22,9,38,3,44,11,18,30,38,43,5,26,3,25,27,42,45,0
682,20070313,2007,3,13,35,24,42,45,13,31,26,5,32,22,2,29,20,33,44,16,13,8,32,40,2,34,26,1,21,35,30,23,18,28,29,19,38,8,27,24,25,2,1,18,37,6,19,26,45,14,40,43,3,28,36,19,27,12,18,19,39,29,37,28,33,4,32,6,22,9,38,3,44,11,18,30,38,43,5,26,3,25,27,42,45,35,17,39,1,33,4,2,45,6,0
683,20070320,2007,3,20,22,2,29,20,33,44,16,13,8,32,40,2,34,26,1,21,35,30,23,18,28,29,19,38,8,27,24,25,2,1,18,37,6,19,26,45,14,40,43,3,28,36,19,27,12,18,19,39,29,37,28,33,4,32,6,22,9,38,3,44,11,18,30,38,43,5,26,3,25,27,42,45,35,17,39,1,33,4,2,45,6,10,40,13,41,32,39,3,27,12,2
684,20070327,2007,3,27,32,40,2,34,26,1,21,35,30,23,18,28,29,19,38,8,27,24,25,2,1,18,37,6,19,26,45,14,40,43,3,28,36,19,27,12,18,19,39,29,37,28,33,4,32,6,22,9,38,3,44,11,18,30,38,43,5,26,3,25,27,42,45,35,17,39,1,33,4,2,45,6,10,40,13,41,32,39,3,27,12,37,17,24,30,14,34,10,26,40,0
685,20070403,2007,4,3,23,18,28,29,19,38,8,27,24,25,2,1,18,37,6,19,26,45,14,40,43,3,28,36,19,27,12,18,19,39,29,37,28,33,4,32,6,22,9,38,3,44,11,18,30,38,43,5,26,3,25,27,42,45,35,17,39,1,33,4,2,45,6,10,40,13,41,32,39,3,27,12,37,17,24,30,14,34,10,26,40,31,7,38,13,4,25,43,35,40,0
686,20070410,2007,4,10,25,2,1,18,37,6,19,26,45,14,40,43,3,28,36,19,27,12,18,19,39,29,37,28,33,4,32,6,22,9,38,3,44,11,18,30,38,43,5,26,3,25,27,42,45,35,17,39,1,33,4,2,45,6,10,40,13,41,32,39,3,27,12,37,17,24,30,14,34,10,26,40,31,7,38,13,4,25,43,35,40,26,44,4,12,35,33,31,1,14,2
